id_turno,dni_personal,numero_cabina,fecha,turno
TURNO00001515,48171111,C0015,2025-06-06,mañana
TURNO00001516,37777409,C0016,2025-06-06,mañana
TURNO00001517,30289268,C0017,2025-06-06,mañana
TURNO00001518,95018712,C0018,2025-06-06,mañana
TURNO00001519,50065117,C0019,2025-06-06,mañana
TURNO00001520,12856180,C0020,2025-06-06,mañana
TURNO00001521,31977167,C0021,2025-06-06,mañana
TURNO00001522,65552273,C0022,2025-06-06,mañana
TURNO00001523,14191449,C0023,2025-06-06,mañana
TURNO00001524,64379749,C0024,2025-06-06,mañana
TURNO00001525,25813901,C0025,2025-06-06,mañana
TURNO00001526,63284159,C0026,2025-06-06,mañana
TURNO00001527,64952516,C0027,2025-06-06,mañana
TURNO00001528,77199141,C0028,2025-06-06,mañana
TURNO00001529,99390539,C0029,2025-06-06,mañana
TURNO00001530,24968100,C0030,2025-06-06,mañana
TURNO00001531,24965096,C0031,2025-06-06,mañana
TURNO00001532,70370123,C0032,2025-06-06,mañana
TURNO00001533,45990926,C0033,2025-06-06,mañana
TURNO00001534,52009266,C0034,2025-06-06,mañana
TURNO00001535,77615064,C0035,2025-06-06,mañana
TURNO00001536,77117496,C0036,2025-06-06,mañana
TURNO00001537,36832313,C0037,2025-06-06,mañana
TURNO00001538,55977442,C0038,2025-06-06,mañana
TURNO00001539,98928255,C0039,2025-06-06,mañana
TURNO00001540,42942439,C0040,2025-06-06,mañana
TURNO00001541,39276848,C0041,2025-06-06,mañana
TURNO00001542,93538839,C0042,2025-06-06,mañana
TURNO00001543,98928255,C0043,2025-06-06,mañana
TURNO00001544,94376961,C0044,2025-06-06,mañana
TURNO00001545,58308885,C0045,2025-06-06,mañana
TURNO00001546,89519052,C0046,2025-06-06,mañana
TURNO00001547,99887862,C0047,2025-06-06,mañana
TURNO00001548,55538614,C0048,2025-06-06,mañana
TURNO00001549,45482913,C0049,2025-06-06,mañana
TURNO00001550,39444528,C0050,2025-06-06,mañana
TURNO00001551,34254989,C0051,2025-06-06,mañana
TURNO00001552,75252328,C0052,2025-06-06,mañana
TURNO00001553,22649762,C0053,2025-06-06,mañana
TURNO00001554,99834337,C0054,2025-06-06,mañana
TURNO00001555,32869028,C0055,2025-06-06,mañana
TURNO00001556,29519457,C0056,2025-06-06,mañana
TURNO00001557,47617005,C0057,2025-06-06,mañana
TURNO00001558,94910509,C0058,2025-06-06,mañana
TURNO00001559,50258584,C0059,2025-06-06,mañana
TURNO00001560,22011351,C0060,2025-06-06,mañana
TURNO00001561,13382042,C0061,2025-06-06,mañana
TURNO00001562,93538839,C0062,2025-06-06,mañana
TURNO00001563,63372822,C0063,2025-06-06,mañana
TURNO00001564,61828535,C0064,2025-06-06,mañana
TURNO00001565,80441895,C0065,2025-06-06,mañana
TURNO00001566,50907071,C0066,2025-06-06,mañana
TURNO00001567,54880427,C0067,2025-06-06,mañana
TURNO00001568,91795127,C0068,2025-06-06,mañana
TURNO00001569,38613309,C0069,2025-06-06,mañana
TURNO00001570,49846694,C0070,2025-06-06,mañana
TURNO00001571,92846944,C0071,2025-06-06,mañana
TURNO00001572,80420740,C0072,2025-06-06,mañana
TURNO00001573,10672634,C0073,2025-06-06,mañana
TURNO00001574,45029072,C0074,2025-06-06,mañana
TURNO00001575,37175790,C0075,2025-06-06,mañana
TURNO00001576,26653844,C0076,2025-06-06,mañana
TURNO00001577,94824486,C0077,2025-06-06,mañana
TURNO00001578,29519457,C0078,2025-06-06,mañana
TURNO00001579,68825333,C0079,2025-06-06,mañana
TURNO00001580,26653844,C0080,2025-06-06,mañana
TURNO00001581,81914677,C0081,2025-06-06,mañana
TURNO00001582,44079301,C0082,2025-06-06,mañana
TURNO00001583,42807943,C0083,2025-06-06,mañana
TURNO00001584,64315245,C0084,2025-06-06,mañana
TURNO00001585,46628786,C0085,2025-06-06,mañana
TURNO00001586,36178076,C0086,2025-06-06,mañana
TURNO00001587,64912440,C0087,2025-06-06,mañana
TURNO00001588,37620615,C0088,2025-06-06,mañana
TURNO00001589,49531378,C0089,2025-06-06,mañana
TURNO00001590,58488284,C0090,2025-06-06,mañana
TURNO00001591,44162414,C0091,2025-06-06,mañana
TURNO00001592,18994002,C0092,2025-06-06,mañana
TURNO00001593,73534307,C0093,2025-06-06,mañana
TURNO00001594,37153417,C0094,2025-06-06,mañana
TURNO00001595,58308885,C0095,2025-06-06,mañana
TURNO00001596,60640154,C0096,2025-06-06,mañana
TURNO00001597,24352272,C0097,2025-06-06,mañana
TURNO00001598,12856180,C0098,2025-06-06,mañana
TURNO00001599,30209669,C0099,2025-06-06,mañana
TURNO00001600,34366832,C0100,2025-06-06,mañana
TURNO00001601,44161765,C0001,2025-06-06,tarde
TURNO00001602,86197640,C0002,2025-06-06,tarde
TURNO00001603,13821572,C0003,2025-06-06,tarde
TURNO00001604,18736488,C0004,2025-06-06,tarde
TURNO00001605,19133337,C0005,2025-06-06,tarde
TURNO00001606,40961388,C0006,2025-06-06,tarde
TURNO00001607,59384827,C0007,2025-06-06,tarde
TURNO00001608,93713976,C0008,2025-06-06,tarde
TURNO00001609,37797687,C0009,2025-06-06,tarde
TURNO00001610,41223019,C0010,2025-06-06,tarde
TURNO00001611,11278310,C0011,2025-06-06,tarde
TURNO00001612,70617416,C0012,2025-06-06,tarde
TURNO00001613,93191124,C0013,2025-06-06,tarde
TURNO00001614,77237994,C0014,2025-06-06,tarde
TURNO00001615,65114777,C0015,2025-06-06,tarde
TURNO00001616,53661479,C0016,2025-06-06,tarde
TURNO00001617,44006022,C0017,2025-06-06,tarde
TURNO00001618,75380085,C0018,2025-06-06,tarde
TURNO00001619,44019061,C0019,2025-06-06,tarde
TURNO00001620,55977442,C0020,2025-06-06,tarde
TURNO00001621,73679978,C0021,2025-06-06,tarde
TURNO00001622,22649762,C0022,2025-06-06,tarde
TURNO00001623,24345131,C0023,2025-06-06,tarde
TURNO00001624,78103250,C0024,2025-06-06,tarde
TURNO00001625,69686691,C0025,2025-06-06,tarde
TURNO00001626,50825215,C0026,2025-06-06,tarde
TURNO00001627,85379577,C0027,2025-06-06,tarde
TURNO00001628,54004757,C0028,2025-06-06,tarde
TURNO00001629,71485626,C0029,2025-06-06,tarde
TURNO00001630,59487186,C0030,2025-06-06,tarde
TURNO00001631,93538839,C0031,2025-06-06,tarde
TURNO00001632,85118727,C0032,2025-06-06,tarde
TURNO00001633,49531378,C0033,2025-06-06,tarde
TURNO00001634,59789448,C0034,2025-06-06,tarde
TURNO00001635,45838223,C0035,2025-06-06,tarde
TURNO00001636,59345681,C0036,2025-06-06,tarde
TURNO00001637,95367644,C0037,2025-06-06,tarde
TURNO00001638,17036515,C0038,2025-06-06,tarde
TURNO00001639,18014303,C0039,2025-06-06,tarde
TURNO00001640,44161765,C0040,2025-06-06,tarde
TURNO00001641,14086794,C0041,2025-06-06,tarde
TURNO00001642,21912443,C0042,2025-06-06,tarde
TURNO00001643,62174914,C0043,2025-06-06,tarde
TURNO00001644,28705370,C0044,2025-06-06,tarde
TURNO00001645,59894571,C0045,2025-06-06,tarde
TURNO00001646,33537439,C0046,2025-06-06,tarde
TURNO00001647,51715889,C0047,2025-06-06,tarde
TURNO00001648,86055139,C0048,2025-06-06,tarde
TURNO00001649,93538839,C0049,2025-06-06,tarde
TURNO00001650,44180174,C0050,2025-06-06,tarde
TURNO00001651,92519254,C0051,2025-06-06,tarde
TURNO00001652,85379577,C0052,2025-06-06,tarde
TURNO00001653,45401343,C0053,2025-06-06,tarde
TURNO00001654,12418274,C0054,2025-06-06,tarde
TURNO00001655,52218015,C0055,2025-06-06,tarde
TURNO00001656,59894571,C0056,2025-06-06,tarde
TURNO00001657,44180174,C0057,2025-06-06,tarde
TURNO00001658,15597238,C0058,2025-06-06,tarde
TURNO00001659,53869470,C0059,2025-06-06,tarde
TURNO00001660,32155252,C0060,2025-06-06,tarde
TURNO00001661,52009266,C0061,2025-06-06,tarde
TURNO00001662,92407732,C0062,2025-06-06,tarde
TURNO00001663,26257607,C0063,2025-06-06,tarde
TURNO00001664,93343974,C0064,2025-06-06,tarde
TURNO00001665,12745935,C0065,2025-06-06,tarde
TURNO00001666,19397513,C0066,2025-06-06,tarde
TURNO00001667,49846694,C0067,2025-06-06,tarde
TURNO00001668,14191449,C0068,2025-06-06,tarde
TURNO00001669,67359803,C0069,2025-06-06,tarde
TURNO00001670,58416551,C0070,2025-06-06,tarde
TURNO00001671,42927484,C0071,2025-06-06,tarde
TURNO00001672,65255157,C0072,2025-06-06,tarde
TURNO00001673,71299405,C0073,2025-06-06,tarde
TURNO00001674,44019061,C0074,2025-06-06,tarde
TURNO00001675,80614879,C0075,2025-06-06,tarde
TURNO00001676,17603428,C0076,2025-06-06,tarde
TURNO00001677,92641710,C0077,2025-06-06,tarde
TURNO00001678,75252328,C0078,2025-06-06,tarde
TURNO00001679,77199141,C0079,2025-06-06,tarde
TURNO00001680,26567813,C0080,2025-06-06,tarde
TURNO00001681,47591270,C0081,2025-06-06,tarde
TURNO00001682,27906470,C0082,2025-06-06,tarde
TURNO00001683,45083005,C0083,2025-06-06,tarde
TURNO00001684,90558308,C0084,2025-06-06,tarde
TURNO00001685,24968100,C0085,2025-06-06,tarde
TURNO00001686,45083005,C0086,2025-06-06,tarde
TURNO00001687,37797687,C0087,2025-06-06,tarde
TURNO00001688,37797687,C0088,2025-06-06,tarde
TURNO00001689,33980655,C0089,2025-06-06,tarde
TURNO00001690,12418274,C0090,2025-06-06,tarde
TURNO00001691,77117496,C0091,2025-06-06,tarde
TURNO00001692,12058022,C0092,2025-06-06,tarde
TURNO00001693,77237994,C0093,2025-06-06,tarde
TURNO00001694,44019061,C0094,2025-06-06,tarde
TURNO00001695,30108651,C0095,2025-06-06,tarde
TURNO00001696,42807943,C0096,2025-06-06,tarde
TURNO00001697,54004757,C0097,2025-06-06,tarde
TURNO00001698,50977595,C0098,2025-06-06,tarde
TURNO00001699,42927484,C0099,2025-06-06,tarde
TURNO00001700,81775019,C0100,2025-06-06,tarde
TURNO00001701,71485626,C0001,2025-06-06,noche
TURNO00001702,95018712,C0002,2025-06-06,noche
TURNO00001703,22563677,C0003,2025-06-06,noche
TURNO00001704,64509774,C0004,2025-06-06,noche
TURNO00001705,47096092,C0005,2025-06-06,noche
TURNO00001706,61828535,C0006,2025-06-06,noche
TURNO00001707,87666415,C0007,2025-06-06,noche
TURNO00001708,11655407,C0008,2025-06-06,noche
TURNO00001709,40961388,C0009,2025-06-06,noche
TURNO00001710,13382042,C0010,2025-06-06,noche
TURNO00001711,43265658,C0011,2025-06-06,noche
TURNO00001712,37210253,C0012,2025-06-06,noche
TURNO00001713,56934707,C0013,2025-06-06,noche
TURNO00001714,63284159,C0014,2025-06-06,noche
TURNO00001715,60965801,C0015,2025-06-06,noche
TURNO00001716,93343974,C0016,2025-06-06,noche
TURNO00001717,55219868,C0017,2025-06-06,noche
TURNO00001718,22761024,C0018,2025-06-06,noche
TURNO00001719,93520219,C0019,2025-06-06,noche
TURNO00001720,10092085,C0020,2025-06-06,noche
TURNO00001721,12340019,C0021,2025-06-06,noche
TURNO00001722,10672634,C0022,2025-06-06,noche
TURNO00001723,77449071,C0023,2025-06-06,noche
TURNO00001724,55977442,C0024,2025-06-06,noche
TURNO00001725,80614879,C0025,2025-06-06,noche
TURNO00001726,90075903,C0026,2025-06-06,noche
TURNO00001727,25968277,C0027,2025-06-06,noche
TURNO00001728,99126444,C0028,2025-06-06,noche
TURNO00001729,44180174,C0029,2025-06-06,noche
TURNO00001730,22649762,C0030,2025-06-06,noche
TURNO00001731,65298280,C0031,2025-06-06,noche
TURNO00001732,14086794,C0032,2025-06-06,noche
TURNO00001733,42927484,C0033,2025-06-06,noche
TURNO00001734,71485626,C0034,2025-06-06,noche
TURNO00001735,51147587,C0035,2025-06-06,noche
TURNO00001736,10092085,C0036,2025-06-06,noche
TURNO00001737,83276584,C0037,2025-06-06,noche
TURNO00001738,24703626,C0038,2025-06-06,noche
TURNO00001739,25383627,C0039,2025-06-06,noche
TURNO00001740,51767544,C0040,2025-06-06,noche
TURNO00001741,37099007,C0041,2025-06-06,noche
TURNO00001742,14191449,C0042,2025-06-06,noche
TURNO00001743,92407732,C0043,2025-06-06,noche
TURNO00001744,52218015,C0044,2025-06-06,noche
TURNO00001745,40276549,C0045,2025-06-06,noche
TURNO00001746,39210523,C0046,2025-06-06,noche
TURNO00001747,54777966,C0047,2025-06-06,noche
TURNO00001748,59303517,C0048,2025-06-06,noche
TURNO00001749,78103250,C0049,2025-06-06,noche
TURNO00001750,65168364,C0050,2025-06-06,noche
TURNO00001751,95908447,C0051,2025-06-06,noche
TURNO00001752,73198169,C0052,2025-06-06,noche
TURNO00001753,40153493,C0053,2025-06-06,noche
TURNO00001754,77772729,C0054,2025-06-06,noche
TURNO00001755,24968100,C0055,2025-06-06,noche
TURNO00001756,98687266,C0056,2025-06-06,noche
TURNO00001757,34366832,C0057,2025-06-06,noche
TURNO00001758,16898509,C0058,2025-06-06,noche
TURNO00001759,65774099,C0059,2025-06-06,noche
TURNO00001760,55896683,C0060,2025-06-06,noche
TURNO00001761,92846944,C0061,2025-06-06,noche
TURNO00001762,73198169,C0062,2025-06-06,noche
TURNO00001763,59894571,C0063,2025-06-06,noche
TURNO00001764,69312344,C0064,2025-06-06,noche
TURNO00001765,16388274,C0065,2025-06-06,noche
TURNO00001766,21912443,C0066,2025-06-06,noche
TURNO00001767,28705370,C0067,2025-06-06,noche
TURNO00001768,24352272,C0068,2025-06-06,noche
TURNO00001769,69686691,C0069,2025-06-06,noche
TURNO00001770,91734105,C0070,2025-06-06,noche
TURNO00001771,12418274,C0071,2025-06-06,noche
TURNO00001772,44164865,C0072,2025-06-06,noche
TURNO00001773,33537439,C0073,2025-06-06,noche
TURNO00001774,55857496,C0074,2025-06-06,noche
TURNO00001775,58329582,C0075,2025-06-06,noche
TURNO00001776,46690442,C0076,2025-06-06,noche
TURNO00001777,89066757,C0077,2025-06-06,noche
TURNO00001778,91734105,C0078,2025-06-06,noche
TURNO00001779,67184325,C0079,2025-06-06,noche
TURNO00001780,28635122,C0080,2025-06-06,noche
TURNO00001781,74653244,C0081,2025-06-06,noche
TURNO00001782,26567813,C0082,2025-06-06,noche
TURNO00001783,41223089,C0083,2025-06-06,noche
TURNO00001784,48165395,C0084,2025-06-06,noche
TURNO00001785,15637342,C0085,2025-06-06,noche
TURNO00001786,67798930,C0086,2025-06-06,noche
TURNO00001787,41223019,C0087,2025-06-06,noche
TURNO00001788,42059525,C0088,2025-06-06,noche
TURNO00001789,34366832,C0089,2025-06-06,noche
TURNO00001790,97355656,C0090,2025-06-06,noche
TURNO00001791,59487186,C0091,2025-06-06,noche
TURNO00001792,16388274,C0092,2025-06-06,noche
TURNO00001793,32296375,C0093,2025-06-06,noche
TURNO00001794,25968277,C0094,2025-06-06,noche
TURNO00001795,67359803,C0095,2025-06-06,noche
TURNO00001796,38613309,C0096,2025-06-06,noche
TURNO00001797,37099007,C0097,2025-06-06,noche
TURNO00001798,45027385,C0098,2025-06-06,noche
TURNO00001799,34254989,C0099,2025-06-06,noche
TURNO00001800,63372822,C0100,2025-06-06,noche
TURNO00001801,79022521,C0001,2025-06-07,mañana
TURNO00001802,92846944,C0002,2025-06-07,mañana
TURNO00001803,81775019,C0003,2025-06-07,mañana
TURNO00001804,77772729,C0004,2025-06-07,mañana
TURNO00001805,31977167,C0005,2025-06-07,mañana
TURNO00001806,19320316,C0006,2025-06-07,mañana
TURNO00001807,73679978,C0007,2025-06-07,mañana
TURNO00001808,95908447,C0008,2025-06-07,mañana
TURNO00001809,33414660,C0009,2025-06-07,mañana
TURNO00001810,73679978,C0010,2025-06-07,mañana
TURNO00001811,26257607,C0011,2025-06-07,mañana
TURNO00001812,86356633,C0012,2025-06-07,mañana
TURNO00001813,26677482,C0013,2025-06-07,mañana
TURNO00001814,61942507,C0014,2025-06-07,mañana
TURNO00001815,69686691,C0015,2025-06-07,mañana
TURNO00001816,78677563,C0016,2025-06-07,mañana
TURNO00001817,98687266,C0017,2025-06-07,mañana
TURNO00001818,91572209,C0018,2025-06-07,mañana
TURNO00001819,89519052,C0019,2025-06-07,mañana
TURNO00001820,99390539,C0020,2025-06-07,mañana
TURNO00001821,49531378,C0021,2025-06-07,mañana
TURNO00001822,65168364,C0022,2025-06-07,mañana
TURNO00001823,22011351,C0023,2025-06-07,mañana
TURNO00001824,18736488,C0024,2025-06-07,mañana
TURNO00001825,93017107,C0025,2025-06-07,mañana
TURNO00001826,55693925,C0026,2025-06-07,mañana
TURNO00001827,99559915,C0027,2025-06-07,mañana
TURNO00001828,55538614,C0028,2025-06-07,mañana
TURNO00001829,26568106,C0029,2025-06-07,mañana
TURNO00001830,67532982,C0030,2025-06-07,mañana
TURNO00001831,12122984,C0031,2025-06-07,mañana
TURNO00001832,77237994,C0032,2025-06-07,mañana
TURNO00001833,66826410,C0033,2025-06-07,mañana
TURNO00001834,28705370,C0034,2025-06-07,mañana
TURNO00001835,51715889,C0035,2025-06-07,mañana
TURNO00001836,16897210,C0036,2025-06-07,mañana
TURNO00001837,97355656,C0037,2025-06-07,mañana
TURNO00001838,34348829,C0038,2025-06-07,mañana
TURNO00001839,20190243,C0039,2025-06-07,mañana
TURNO00001840,62174914,C0040,2025-06-07,mañana
TURNO00001841,38613309,C0041,2025-06-07,mañana
TURNO00001842,18014303,C0042,2025-06-07,mañana
TURNO00001843,89902009,C0043,2025-06-07,mañana
TURNO00001844,37797687,C0044,2025-06-07,mañana
TURNO00001845,10912608,C0045,2025-06-07,mañana
TURNO00001846,73198169,C0046,2025-06-07,mañana
TURNO00001847,23843161,C0047,2025-06-07,mañana
TURNO00001848,30993550,C0048,2025-06-07,mañana
TURNO00001849,45753175,C0049,2025-06-07,mañana
TURNO00001850,38561587,C0050,2025-06-07,mañana
TURNO00001851,39396753,C0051,2025-06-07,mañana
TURNO00001852,83276584,C0052,2025-06-07,mañana
TURNO00001853,70511967,C0053,2025-06-07,mañana
TURNO00001854,24352272,C0054,2025-06-07,mañana
TURNO00001855,23582179,C0055,2025-06-07,mañana
TURNO00001856,80441895,C0056,2025-06-07,mañana
TURNO00001857,81929103,C0057,2025-06-07,mañana
TURNO00001858,81914677,C0058,2025-06-07,mañana
TURNO00001859,40812113,C0059,2025-06-07,mañana
TURNO00001860,59303517,C0060,2025-06-07,mañana
TURNO00001861,71651387,C0061,2025-06-07,mañana
TURNO00001862,12745935,C0062,2025-06-07,mañana
TURNO00001863,51866978,C0063,2025-06-07,mañana
TURNO00001864,77139401,C0064,2025-06-07,mañana
TURNO00001865,98928255,C0065,2025-06-07,mañana
TURNO00001866,15215286,C0066,2025-06-07,mañana
TURNO00001867,24968100,C0067,2025-06-07,mañana
TURNO00001868,30993550,C0068,2025-06-07,mañana
TURNO00001869,33325509,C0069,2025-06-07,mañana
TURNO00001870,47617005,C0070,2025-06-07,mañana
TURNO00001871,68714848,C0071,2025-06-07,mañana
TURNO00001872,24965096,C0072,2025-06-07,mañana
TURNO00001873,84668137,C0073,2025-06-07,mañana
TURNO00001874,45990926,C0074,2025-06-07,mañana
TURNO00001875,48356298,C0075,2025-06-07,mañana
TURNO00001876,50065117,C0076,2025-06-07,mañana
TURNO00001877,23035835,C0077,2025-06-07,mañana
TURNO00001878,33221160,C0078,2025-06-07,mañana
TURNO00001879,92641710,C0079,2025-06-07,mañana
TURNO00001880,65774099,C0080,2025-06-07,mañana
TURNO00001881,50944706,C0081,2025-06-07,mañana
TURNO00001882,63372822,C0082,2025-06-07,mañana
TURNO00001883,82623986,C0083,2025-06-07,mañana
TURNO00001884,33221160,C0084,2025-06-07,mañana
TURNO00001885,63089726,C0085,2025-06-07,mañana
TURNO00001886,37010010,C0086,2025-06-07,mañana
TURNO00001887,29192527,C0087,2025-06-07,mañana
TURNO00001888,99887862,C0088,2025-06-07,mañana
TURNO00001889,33221160,C0089,2025-06-07,mañana
TURNO00001890,24038295,C0090,2025-06-07,mañana
TURNO00001891,65255157,C0091,2025-06-07,mañana
TURNO00001892,39333353,C0092,2025-06-07,mañana
TURNO00001893,90558308,C0093,2025-06-07,mañana
TURNO00001894,65298280,C0094,2025-06-07,mañana
TURNO00001895,57192728,C0095,2025-06-07,mañana
TURNO00001896,65168364,C0096,2025-06-07,mañana
TURNO00001897,99172477,C0097,2025-06-07,mañana
TURNO00001898,43265658,C0098,2025-06-07,mañana
TURNO00001899,46628786,C0099,2025-06-07,mañana
TURNO00001900,34440293,C0100,2025-06-07,mañana
TURNO00001901,91572209,C0001,2025-06-07,tarde
TURNO00001902,83683895,C0002,2025-06-07,tarde
TURNO00001903,53546451,C0003,2025-06-07,tarde
TURNO00001904,29190163,C0004,2025-06-07,tarde
TURNO00001905,51715889,C0005,2025-06-07,tarde
TURNO00001906,27534631,C0006,2025-06-07,tarde
TURNO00001907,70370123,C0007,2025-06-07,tarde
TURNO00001908,43208178,C0008,2025-06-07,tarde
TURNO00001909,86690512,C0009,2025-06-07,tarde
TURNO00001910,40153493,C0010,2025-06-07,tarde
TURNO00001911,23843161,C0011,2025-06-07,tarde
TURNO00001912,12122984,C0012,2025-06-07,tarde
TURNO00001913,93387561,C0013,2025-06-07,tarde
TURNO00001914,45808452,C0014,2025-06-07,tarde
TURNO00001915,75252328,C0015,2025-06-07,tarde
TURNO00001916,21912443,C0016,2025-06-07,tarde
TURNO00001917,47170152,C0017,2025-06-07,tarde
TURNO00001918,93343974,C0018,2025-06-07,tarde
TURNO00001919,47661046,C0019,2025-06-07,tarde
TURNO00001920,60965801,C0020,2025-06-07,tarde
TURNO00001921,42059525,C0021,2025-06-07,tarde
TURNO00001922,27804516,C0022,2025-06-07,tarde
TURNO00001923,55977442,C0023,2025-06-07,tarde
TURNO00001924,33325509,C0024,2025-06-07,tarde
TURNO00001925,51866978,C0025,2025-06-07,tarde
TURNO00001926,76177025,C0026,2025-06-07,tarde
TURNO00001927,33537439,C0027,2025-06-07,tarde
TURNO00001928,23843161,C0028,2025-06-07,tarde
TURNO00001929,70511967,C0029,2025-06-07,tarde
TURNO00001930,55977442,C0030,2025-06-07,tarde
TURNO00001931,21527813,C0031,2025-06-07,tarde
TURNO00001932,20190243,C0032,2025-06-07,tarde
TURNO00001933,51715889,C0033,2025-06-07,tarde
TURNO00001934,47591270,C0034,2025-06-07,tarde
TURNO00001935,54576405,C0035,2025-06-07,tarde
TURNO00001936,47617005,C0036,2025-06-07,tarde
TURNO00001937,66815575,C0037,2025-06-07,tarde
TURNO00001938,45482913,C0038,2025-06-07,tarde
TURNO00001939,92001414,C0039,2025-06-07,tarde
TURNO00001940,99390539,C0040,2025-06-07,tarde
TURNO00001941,34373222,C0041,2025-06-07,tarde
TURNO00001942,61828535,C0042,2025-06-07,tarde
TURNO00001943,68825333,C0043,2025-06-07,tarde
TURNO00001944,55857496,C0044,2025-06-07,tarde
TURNO00001945,20190243,C0045,2025-06-07,tarde
TURNO00001946,20649533,C0046,2025-06-07,tarde
TURNO00001947,10899398,C0047,2025-06-07,tarde
TURNO00001948,28982086,C0048,2025-06-07,tarde
TURNO00001949,45808452,C0049,2025-06-07,tarde
TURNO00001950,19397513,C0050,2025-06-07,tarde
TURNO00001951,74007128,C0051,2025-06-07,tarde
TURNO00001952,61373608,C0052,2025-06-07,tarde
TURNO00001953,85951524,C0053,2025-06-07,tarde
TURNO00001954,20132822,C0054,2025-06-07,tarde
TURNO00001955,94910509,C0055,2025-06-07,tarde
TURNO00001956,23929933,C0056,2025-06-07,tarde
TURNO00001957,46172675,C0057,2025-06-07,tarde
TURNO00001958,42006915,C0058,2025-06-07,tarde
TURNO00001959,16898509,C0059,2025-06-07,tarde
TURNO00001960,30398032,C0060,2025-06-07,tarde
TURNO00001961,47451876,C0061,2025-06-07,tarde
TURNO00001962,12745935,C0062,2025-06-07,tarde
TURNO00001963,42927484,C0063,2025-06-07,tarde
TURNO00001964,97355656,C0064,2025-06-07,tarde
TURNO00001965,63284159,C0065,2025-06-07,tarde
TURNO00001966,23665757,C0066,2025-06-07,tarde
TURNO00001967,30108651,C0067,2025-06-07,tarde
TURNO00001968,81914677,C0068,2025-06-07,tarde
TURNO00001969,28635122,C0069,2025-06-07,tarde
TURNO00001970,12058022,C0070,2025-06-07,tarde
TURNO00001971,16618483,C0071,2025-06-07,tarde
TURNO00001972,21204436,C0072,2025-06-07,tarde
TURNO00001973,12058022,C0073,2025-06-07,tarde
TURNO00001974,98687266,C0074,2025-06-07,tarde
TURNO00001975,90278252,C0075,2025-06-07,tarde
TURNO00001976,74905136,C0076,2025-06-07,tarde
TURNO00001977,66826410,C0077,2025-06-07,tarde
TURNO00001978,37175790,C0078,2025-06-07,tarde
TURNO00001979,41533222,C0079,2025-06-07,tarde
TURNO00001980,60968383,C0080,2025-06-07,tarde
TURNO00001981,24465960,C0081,2025-06-07,tarde
TURNO00001982,64509774,C0082,2025-06-07,tarde
TURNO00001983,59384827,C0083,2025-06-07,tarde
TURNO00001984,93611531,C0084,2025-06-07,tarde
TURNO00001985,60715005,C0085,2025-06-07,tarde
TURNO00001986,45808452,C0086,2025-06-07,tarde
TURNO00001987,23058806,C0087,2025-06-07,tarde
TURNO00001988,89396203,C0088,2025-06-07,tarde
TURNO00001989,92519254,C0089,2025-06-07,tarde
TURNO00001990,92641710,C0090,2025-06-07,tarde
TURNO00001991,14191449,C0091,2025-06-07,tarde
TURNO00001992,53546451,C0092,2025-06-07,tarde
TURNO00001993,41223089,C0093,2025-06-07,tarde
TURNO00001994,92548464,C0094,2025-06-07,tarde
TURNO00001995,49531378,C0095,2025-06-07,tarde
TURNO00001996,65168364,C0096,2025-06-07,tarde
TURNO00001997,12914334,C0097,2025-06-07,tarde
TURNO00001998,29872145,C0098,2025-06-07,tarde
TURNO00001999,15215286,C0099,2025-06-07,tarde
TURNO00002000,92519254,C0100,2025-06-07,tarde
TURNO00002001,10912608,C0001,2025-06-07,noche
TURNO00002002,19113333,C0002,2025-06-07,noche
TURNO00002003,57383846,C0003,2025-06-07,noche
TURNO00002004,39210523,C0004,2025-06-07,noche
TURNO00002005,36178076,C0005,2025-06-07,noche
TURNO00002006,42006915,C0006,2025-06-07,noche
TURNO00002007,40276549,C0007,2025-06-07,noche
TURNO00002008,69312344,C0008,2025-06-07,noche
TURNO00002009,67532982,C0009,2025-06-07,noche
TURNO00002010,66621624,C0010,2025-06-07,noche
TURNO00002011,55977442,C0011,2025-06-07,noche
TURNO00002012,66826410,C0012,2025-06-07,noche
TURNO00002013,99559915,C0013,2025-06-07,noche
TURNO00002014,18014303,C0014,2025-06-07,noche
TURNO00002015,95018712,C0015,2025-06-07,noche
TURNO00002016,41627539,C0016,2025-06-07,noche
TURNO00002017,30768159,C0017,2025-06-07,noche
TURNO00002018,86136948,C0018,2025-06-07,noche
TURNO00002019,84852130,C0019,2025-06-07,noche
TURNO00002020,99887862,C0020,2025-06-07,noche
TURNO00002021,86197640,C0021,2025-06-07,noche
TURNO00002022,21527813,C0022,2025-06-07,noche
TURNO00002023,51147587,C0023,2025-06-07,noche
TURNO00002024,46331713,C0024,2025-06-07,noche
TURNO00002025,64912440,C0025,2025-06-07,noche
TURNO00002026,12856180,C0026,2025-06-07,noche
TURNO00002027,26653844,C0027,2025-06-07,noche
TURNO00002028,57905648,C0028,2025-06-07,noche
TURNO00002029,18271095,C0029,2025-06-07,noche
TURNO00002030,57905648,C0030,2025-06-07,noche
TURNO00002031,48171111,C0031,2025-06-07,noche
TURNO00002032,33325509,C0032,2025-06-07,noche
TURNO00002033,12359656,C0033,2025-06-07,noche
TURNO00002034,98170095,C0034,2025-06-07,noche
TURNO00002035,77449071,C0035,2025-06-07,noche
TURNO00002036,18994002,C0036,2025-06-07,noche
